LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Sentiment Analysis
CN3200100000000,32,001,"Churchill County, NV",2016,"10,674     ","10,095     ",579     ,0.545
CN3200300000000,32,003,"Clark County, NV",2016,"1,048,043     ","987,211     ","60,832     ",0.284
CN3200500000000,32,005,"Douglas County, NV",2016,"22,439     ","21,180     ","1,259     ",0.251
CN3200700000000,32,007,"Elko County, NV",2016,"26,974     ","25,758     ","1,216     ",0.773
CN3200900000000,32,009,"Esmeralda County, NV",2016,530     ,506     ,24     ,0.577
CN3201100000000,32,011,"Eureka County, NV",2016,"1,045     ",997     ,48     ,0.337
CN3201300000000,32,013,"Humboldt County, NV",2016,"8,309     ","7,862     ",447     ,0.937
CN3201500000000,32,015,"Lander County, NV",2016,"3,186     ","2,988     ",198     ,0.499
CN3201700000000,32,017,"Lincoln County, NV",2016,"2,028     ","1,925     ",103     ,0.451
CN3201900000000,32,019,"Lyon County, NV",2016,"21,719     ","20,118     ","1,601     ",0.757
CN3202100000000,32,021,"Mineral County, NV",2016,"1,972     ","1,842     ",130     ,0.539
CN3202300000000,32,023,"Nye County, NV",2016,"16,091     ","14,915     ","1,176     ",0.964
CN3202700000000,32,027,"Pershing County, NV",2016,"2,502     ","2,354     ",148     ,0.971
CN3202900000000,32,029,"Storey County, NV",2016,"1,910     ","1,789     ",121     ,0.529
CN3203100000000,32,031,"Washoe County, NV",2016,"230,356     ","218,851     ","11,505     ",0.708
CN3203300000000,32,033,"White Pine County, NV",2016,"4,569     ","4,359     ",210     ,0.025
CN3251000000000,32,510,"Carson City, NV",2016,"24,766     ","23,258     ","1,508     ",0.316
CN3300100000000,33,001,"Belknap County, NH",2016,"31,336     ","30,465     ",871     ,0.425
CN3300300000000,33,003,"Carroll County, NH",2016,"23,586     ","22,879     ",707     ,0.973
CN3300500000000,33,005,"Cheshire County, NH",2016,"41,087     ","39,959     ","1,128     ",0.784
CN3300700000000,33,007,"Coos County, NH",2016,"14,610     ","14,035     ",575     ,0.18
CN3300900000000,33,009,"Grafton County, NH",2016,"48,638     ","47,447     ","1,191     ",0.868
CN3301100000000,33,011,"Hillsborough County, NH",2016,"231,348     ","224,464     ","6,884     ",0.226
CN3301300000000,33,013,"Merrimack County, NH",2016,"81,366     ","79,321     ","2,045     ",0.106
CN3301500000000,33,015,"Rockingham County, NH",2016,"180,714     ","175,325     ","5,389     ",0.697
CN3301700000000,33,017,"Strafford County, NH",2016,"72,256     ","70,457     ","1,799     ",0.02
CN3301900000000,33,019,"Sullivan County, NH",2016,"23,625     ","23,065     ",560     ,0.926
CN3400100000000,34,001,"Atlantic County, NJ",2016,"124,251     ","115,053     ","9,198     ",0.998
CN3400300000000,34,003,"Bergen County, NJ",2016,"484,167     ","463,988     ","20,179     ",0.737
CN3400500000000,34,005,"Burlington County, NJ",2016,"233,042     ","222,708     ","10,334     ",0.861
CN3400700000000,34,007,"Camden County, NJ",2016,"255,629     ","241,640     ","13,989     ",0.943
CN3400900000000,34,009,"Cape May County, NJ",2016,"47,219     ","42,585     ","4,634     ",0.792
CN3401100000000,34,011,"Cumberland County, NJ",2016,"67,209     ","62,184     ","5,025     ",0.856
CN3401300000000,34,013,"Essex County, NJ",2016,"371,140     ","348,806     ","22,334     ",0.925
CN3401500000000,34,015,"Gloucester County, NJ",2016,"150,050     ","142,467     ","7,583     ",0.73
CN3401700000000,34,017,"Hudson County, NJ",2016,"361,787     ","344,904     ","16,883     ",0.369
CN3401900000000,34,019,"Hunterdon County, NJ",2016,"65,144     ","62,693     ","2,451     ",0.476
CN3402100000000,34,021,"Mercer County, NJ",2016,"199,781     ","191,137     ","8,644     ",0.674
CN3402300000000,34,023,"Middlesex County, NJ",2016,"442,447     ","422,948     ","19,499     ",0.642
CN3402500000000,34,025,"Monmouth County, NJ",2016,"331,125     ","316,454     ","14,671     ",0.171
CN3402700000000,34,027,"Morris County, NJ",2016,"260,506     ","250,348     ","10,158     ",0.039
CN3402900000000,34,029,"Ocean County, NJ",2016,"268,849     ","254,769     ","14,080     ",0.615
CN3403100000000,34,031,"Passaic County, NJ",2016,"247,829     ","232,633     ","15,196     ",0.769
CN3403300000000,34,033,"Salem County, NJ",2016,"30,616     ","28,673     ","1,943     ",0.72
CN3403500000000,34,035,"Somerset County, NJ",2016,"173,235     ","166,213     ","7,022     ",0.602
CN3403700000000,34,037,"Sussex County, NJ",2016,"75,959     ","72,391     ","3,568     ",0.967
CN3403900000000,34,039,"Union County, NJ",2016,"277,389     ","263,055     ","14,334     ",0.257
CN3404100000000,34,041,"Warren County, NJ",2016,"56,886     ","54,283     ","2,603     ",0.782
CN3500100000000,35,001,"Bernalillo County, NM",2016,"324,375     ","305,434     ","18,941     ",0.327
CN3500300000000,35,003,"Catron County, NM",2016,"1,180     ","1,083     ",97     ,0.073
CN3500500000000,35,005,"Chaves County, NM",2016,"27,796     ","25,903     ","1,893     ",0.76
CN3500600000000,35,006,"Cibola County, NM",2016,"9,124     ","8,370     ",754     ,0.749
CN3500700000000,35,007,"Colfax County, NM",2016,"5,753     ","5,401     ",352     ,0.175
CN3500900000000,35,009,"Curry County, NM",2016,"21,716     ","20,607     ","1,109     ",0.853
CN3501100000000,35,011,"De Baca County, NM",2016,816     ,776     ,40     ,0.963
CN3501300000000,35,013,"Dona Ana County, NM",2016,"95,001     ","88,156     ","6,845     ",0.729
CN3501500000000,35,015,"Eddy County, NM",2016,"28,304     ","26,430     ","1,874     ",0.499
CN3501700000000,35,017,"Grant County, NM",2016,"12,313     ","11,505     ",808     ,0.39
CN3501900000000,35,019,"Guadalupe County, NM",2016,"1,691     ","1,581     ",110     ,0.358
CN3502100000000,35,021,"Harding County, NM",2016,277     ,257     ,20     ,0.052
CN3502300000000,35,023,"Hidalgo County, NM",2016,"2,195     ","2,070     ",125     ,0.182
CN3502500000000,35,025,"Lea County, NM",2016,"27,206     ","24,627     ","2,579     ",0.56
CN3502700000000,35,027,"Lincoln County, NM",2016,"8,523     ","8,009     ",514     ,0.705
CN3502800000000,35,028,"Los Alamos County, NM",2016,"8,682     ","8,315     ",367     ,0.558
CN3502900000000,35,029,"Luna County, NM",2016,"10,565     ","9,009     ","1,556     ",0.571
CN3503100000000,35,031,"McKinley County, NM",2016,"24,171     ","21,879     ","2,292     ",0.626
CN3503300000000,35,033,"Mora County, NM",2016,"2,226     ","2,029     ",197     ,0.299
CN3503500000000,35,035,"Otero County, NM",2016,"25,230     ","23,708     ","1,522     ",0.161
CN3503700000000,35,037,"Quay County, NM",2016,"3,188     ","2,969     ",219     ,0.314
CN3503900000000,35,039,"Rio Arriba County, NM",2016,"16,560     ","15,319     ","1,241     ",0.769
CN3504100000000,35,041,"Roosevelt County, NM",2016,"7,987     ","7,531     ",456     ,0.69
CN3504300000000,35,043,"Sandoval County, NM",2016,"62,601     ","58,425     ","4,176     ",0.485
CN3504500000000,35,045,"San Juan County, NM",2016,"53,752     ","48,953     ","4,799     ",0.632
CN3504700000000,35,047,"San Miguel County, NM",2016,"10,984     ","10,134     ",850     ,0.383
CN3504900000000,35,049,"Santa Fe County, NM",2016,"72,574     ","68,691     ","3,883     ",0.326
CN3505100000000,35,051,"Sierra County, NM",2016,"4,044     ","3,699     ",345     ,0.48
CN3505300000000,35,053,"Socorro County, NM",2016,"6,616     ","6,121     ",495     ,0.052
CN3505500000000,35,055,"Taos County, NM",2016,"14,676     ","13,426     ","1,250     ",0.003
CN3505700000000,35,057,"Torrance County, NM",2016,"5,522     ","5,018     ",504     ,0.609
CN3505900000000,35,059,"Union County, NM",2016,"1,888     ","1,810     ",78     ,0.451
CN3506100000000,35,061,"Valencia County, NM",2016,"29,823     ","27,669     ","2,154     ",0.51
CN3600100000000,36,001,"Albany County, NY",2016,"158,778     ","152,357     ","6,421     ",0.871
CN3600300000000,36,003,"Allegany County, NY",2016,"20,184     ","18,923     ","1,261     ",0.058
CN3600500000000,36,005,"Bronx County, NY",2016,"609,629     ","566,258     ","43,371     ",0.152
CN3600700000000,36,007,"Broome County, NY",2016,"85,861     ","81,217     ","4,644     ",0.923
CN3600900000000,36,009,"Cattaraugus County, NY",2016,"35,029     ","32,959     ","2,070     ",0.513
CN3601100000000,36,011,"Cayuga County, NY",2016,"36,763     ","34,912     ","1,851     ",0.113
CN3601300000000,36,013,"Chautauqua County, NY",2016,"56,388     ","53,133     ","3,255     ",0.767
CN3601500000000,36,015,"Chemung County, NY",2016,"36,376     ","34,316     ","2,060     ",0.846
CN3601700000000,36,017,"Chenango County, NY",2016,"22,916     ","21,761     ","1,155     ",0.111
CN3601900000000,36,019,"Clinton County, NY",2016,"35,784     ","33,870     ","1,914     ",0.35
CN3602100000000,36,021,"Columbia County, NY",2016,"31,541     ","30,382     ","1,159     ",0.949
CN3602300000000,36,023,"Cortland County, NY",2016,"23,023     ","21,718     ","1,305     ",0.725
CN3602500000000,36,025,"Delaware County, NY",2016,"19,333     ","18,270     ","1,063     ",0.461
CN3602700000000,36,027,"Dutchess County, NY",2016,"142,780     ","136,831     ","5,949     ",0.982
CN3602900000000,36,029,"Erie County, NY",2016,"446,601     ","424,797     ","21,804     ",0.06
CN3603100000000,36,031,"Essex County, NY",2016,"17,274     ","16,351     ",923     ,0.546
CN3603300000000,36,033,"Franklin County, NY",2016,"19,811     ","18,693     ","1,118     ",0.426
CN3603500000000,36,035,"Fulton County, NY",2016,"23,318     ","21,992     ","1,326     ",0.164
CN3603700000000,36,037,"Genesee County, NY",2016,"29,892     ","28,526     ","1,366     ",0.717
CN3603900000000,36,039,"Greene County, NY",2016,"20,613     ","19,576     ","1,037     ",0.288
CN3604100000000,36,041,"Hamilton County, NY",2016,"2,377     ","2,223     ",154     ,0.493
CN3604300000000,36,043,"Herkimer County, NY",2016,"28,173     ","26,637     ","1,536     ",0.906
CN3604500000000,36,045,"Jefferson County, NY",2016,"45,877     ","43,019     ","2,858     ",0.613
CN3604700000000,36,047,"Kings County, NY",2016,"1,223,044     ","1,157,960     ","65,084     ",0.31
CN3604900000000,36,049,"Lewis County, NY",2016,"11,755     ","10,968     ",787     ,0.102
CN3605100000000,36,051,"Livingston County, NY",2016,"31,218     ","29,687     ","1,531     ",0.095
CN3605300000000,36,053,"Madison County, NY",2016,"32,770     ","31,052     ","1,718     ",0.472
CN3605500000000,36,055,"Monroe County, NY",2016,"363,755     ","346,753     ","17,002     ",0.841
CN3605700000000,36,057,"Montgomery County, NY",2016,"22,458     ","21,184     ","1,274     ",0.422
CN3605900000000,36,059,"Nassau County, NY",2016,"698,999     ","671,779     ","27,220     ",0.8
CN3606100000000,36,061,"New York County, NY",2016,"918,498     ","876,869     ","41,629     ",0.972
CN3606300000000,36,063,"Niagara County, NY",2016,"100,789     ","94,971     ","5,818     ",0.479
CN3606500000000,36,065,"Oneida County, NY",2016,"101,449     ","96,534     ","4,915     ",0.146
CN3606700000000,36,067,"Onondaga County, NY",2016,"221,090     ","211,147     ","9,943     ",0.037
CN3606900000000,36,069,"Ontario County, NY",2016,"54,880     ","52,514     ","2,366     ",0.31
CN3607100000000,36,071,"Orange County, NY",2016,"178,440     ","170,783     ","7,657     ",0.56
CN3607300000000,36,073,"Orleans County, NY",2016,"17,825     ","16,814     ","1,011     ",0.707
CN3607500000000,36,075,"Oswego County, NY",2016,"53,521     ","50,092     ","3,429     ",0.033
CN3607700000000,36,077,"Otsego County, NY",2016,"28,320     ","26,937     ","1,383     ",0.787
CN3607900000000,36,079,"Putnam County, NY",2016,"50,438     ","48,428     ","2,010     ",0.745
CN3608100000000,36,081,"Queens County, NY",2016,"1,166,302     ","1,113,515     ","52,787     ",0.115
CN3608300000000,36,083,"Rensselaer County, NY",2016,"81,666     ","78,193     ","3,473     ",0.561
CN3608500000000,36,085,"Richmond County, NY",2016,"221,061     ","209,486     ","11,575     ",0.523
CN3608700000000,36,087,"Rockland County, NY",2016,"152,418     ","146,063     ","6,355     ",0.076
CN3608900000000,36,089,"St. Lawrence County, NY",2016,"43,310     ","40,463     ","2,847     ",0.147
CN3609100000000,36,091,"Saratoga County, NY",2016,"117,060     ","112,619     ","4,441     ",0.107
CN3609300000000,36,093,"Schenectady County, NY",2016,"75,813     ","72,545     ","3,268     ",0.766
CN3609500000000,36,095,"Schoharie County, NY",2016,"14,727     ","13,933     ",794     ,0.479
CN3609700000000,36,097,"Schuyler County, NY",2016,"8,291     ","7,797     ",494     ,0.924
CN3609900000000,36,099,"Seneca County, NY",2016,"15,517     ","14,782     ",735     ,0.74
CN3610100000000,36,101,"Steuben County, NY",2016,"43,224     ","40,719     ","2,505     ",0.97
CN3610300000000,36,103,"Suffolk County, NY",2016,"777,585     ","743,918     ","33,667     ",0.79
CN3610500000000,36,105,"Sullivan County, NY",2016,"34,094     ","32,474     ","1,620     ",0.872
CN3610700000000,36,107,"Tioga County, NY",2016,"23,189     ","22,005     ","1,184     ",0.13
CN3610900000000,36,109,"Tompkins County, NY",2016,"50,358     ","48,279     ","2,079     ",0.863
CN3611100000000,36,111,"Ulster County, NY",2016,"88,256     ","84,367     ","3,889     ",0.638
CN3611300000000,36,113,"Warren County, NY",2016,"31,981     ","30,304     ","1,677     ",0.618
CN3611500000000,36,115,"Washington County, NY",2016,"28,481     ","27,159     ","1,322     ",0.379
CN3611700000000,36,117,"Wayne County, NY",2016,"44,244     ","42,055     ","2,189     ",0.903
CN3611900000000,36,119,"Westchester County, NY",2016,"479,385     ","459,013     ","20,372     ",0.628
CN3612100000000,36,121,"Wyoming County, NY",2016,"18,165     ","17,203     ",962     ,0.951
CN3612300000000,36,123,"Yates County, NY",2016,"11,761     ","11,242     ",519     ,0.421
CN3700100000000,37,001,"Alamance County, NC",2016,"78,973     ","75,236     ","3,737     ",0.118
CN3700300000000,37,003,"Alexander County, NC",2016,"17,910     ","17,143     ",767     ,0.73
CN3700500000000,37,005,"Alleghany County, NC",2016,"4,461     ","4,213     ",248     ,0.289
CN3700700000000,37,007,"Anson County, NC",2016,"10,777     ","10,156     ",621     ,0.11
CN3700900000000,37,009,"Ashe County, NC",2016,"12,559     ","11,953     ",606     ,0.545
CN3701100000000,37,011,"Avery County, NC",2016,"7,650     ","7,264     ",386     ,0.481
CN3701300000000,37,013,"Beaufort County, NC",2016,"20,429     ","19,267     ","1,162     ",0.404
CN3701500000000,37,015,"Bertie County, NC",2016,"8,537     ","7,969     ",568     ,0.899
CN3701700000000,37,017,"Bladen County, NC",2016,"14,723     ","13,703     ","1,020     ",0.473
CN3701900000000,37,019,"Brunswick County, NC",2016,"49,758     ","46,600     ","3,158     ",0.71
CN3702100000000,37,021,"Buncombe County, NC",2016,"134,843     ","129,660     ","5,183     ",0.661
CN3702300000000,37,023,"Burke County, NC",2016,"40,123     ","38,173     ","1,950     ",0.675
CN3702500000000,37,025,"Cabarrus County, NC",2016,"101,069     ","96,492     ","4,577     ",0.304
CN3702700000000,37,027,"Caldwell County, NC",2016,"36,070     ","34,200     ","1,870     ",0.475
CN3702900000000,37,029,"Camden County, NC",2016,"4,636     ","4,393     ",243     ,0.306
CN3703100000000,37,031,"Carteret County, NC",2016,"31,737     ","30,100     ","1,637     ",0.626
CN3703300000000,37,033,"Caswell County, NC",2016,"9,729     ","9,199     ",530     ,0.027
CN3703500000000,37,035,"Catawba County, NC",2016,"76,722     ","73,082     ","3,640     ",0.898
CN3703700000000,37,037,"Chatham County, NC",2016,"34,224     ","32,773     ","1,451     ",0.182
CN3703900000000,37,039,"Cherokee County, NC",2016,"11,134     ","10,506     ",628     ,0.595
CN3704100000000,37,041,"Chowan County, NC",2016,"5,648     ","5,288     ",360     ,0.386
CN3704300000000,37,043,"Clay County, NC",2016,"4,073     ","3,855     ",218     ,0.486
CN3704500000000,37,045,"Cleveland County, NC",2016,"46,944     ","44,372     ","2,572     ",0.435
CN3704700000000,37,047,"Columbus County, NC",2016,"22,778     ","21,320     ","1,458     ",0.832
CN3704900000000,37,049,"Craven County, NC",2016,"41,857     ","39,659     ","2,198     ",0.714
CN3705100000000,37,051,"Cumberland County, NC",2016,"127,861     ","119,766     ","8,095     ",0.898
CN3705300000000,37,053,"Currituck County, NC",2016,"12,941     ","12,273     ",668     ,0.716
CN3705500000000,37,055,"Dare County, NC",2016,"20,069     ","18,716     ","1,353     ",0.759
CN3705700000000,37,057,"Davidson County, NC",2016,"79,790     ","75,937     ","3,853     ",0.198
CN3705900000000,37,059,"Davie County, NC",2016,"20,154     ","19,243     ",911     ,0.638
CN3706100000000,37,061,"Duplin County, NC",2016,"26,718     ","25,288     ","1,430     ",0.252
CN3706300000000,37,063,"Durham County, NC",2016,"160,846     ","153,616     ","7,230     ",0.615
CN3706500000000,37,065,"Edgecombe County, NC",2016,"22,849     ","20,882     ","1,967     ",0.608
CN3706700000000,37,067,"Forsyth County, NC",2016,"182,356     ","173,486     ","8,870     ",0.897
CN3706900000000,37,069,"Franklin County, NC",2016,"29,641     ","28,115     ","1,526     ",0.231
CN3707100000000,37,071,"Gaston County, NC",2016,"106,346     ","100,745     ","5,601     ",0.395
CN3707300000000,37,073,"Gates County, NC",2016,"5,193     ","4,925     ",268     ,0.674
CN3707500000000,37,075,"Graham County, NC",2016,"3,092     ","2,819     ",273     ,0.891
CN3707700000000,37,077,"Granville County, NC",2016,"29,357     ","28,086     ","1,271     ",0.816
CN3707900000000,37,079,"Greene County, NC",2016,"9,573     ","9,072     ",501     ,0.341
CN3708100000000,37,081,"Guilford County, NC",2016,"258,800     ","245,306     ","13,494     ",0.604
CN3708300000000,37,083,"Halifax County, NC",2016,"20,806     ","19,151     ","1,655     ",0.698
CN3708500000000,37,085,"Harnett County, NC",2016,"51,533     ","48,579     ","2,954     ",0.063
CN3708700000000,37,087,"Haywood County, NC",2016,"28,534     ","27,235     ","1,299     ",0.208
CN3708900000000,37,089,"Henderson County, NC",2016,"52,357     ","50,135     ","2,222     ",0.089
CN3709100000000,37,091,"Hertford County, NC",2016,"9,388     ","8,775     ",613     ,0.918
CN3709300000000,37,093,"Hoke County, NC",2016,"19,973     ","18,671     ","1,302     ",0.018
CN3709500000000,37,095,"Hyde County, NC",2016,"2,137     ","1,936     ",201     ,0.433
CN3709700000000,37,097,"Iredell County, NC",2016,"84,995     ","80,955     ","4,040     ",0.82
CN3709900000000,37,099,"Jackson County, NC",2016,"18,839     ","17,827     ","1,012     ",0.247
CN3710100000000,37,101,"Johnston County, NC",2016,"91,112     ","86,893     ","4,219     ",0.9
CN3710300000000,37,103,"Jones County, NC",2016,"4,603     ","4,361     ",242     ,0.925
CN3710500000000,37,105,"Lee County, NC",2016,"26,239     ","24,698     ","1,541     ",0.293
CN3710700000000,37,107,"Lenoir County, NC",2016,"27,855     ","26,208     ","1,647     ",0.465
CN3710900000000,37,109,"Lincoln County, NC",2016,"41,962     ","40,011     ","1,951     ",0.723
CN3711100000000,37,111,"McDowell County, NC",2016,"21,161     ","20,148     ","1,013     ",0.919
CN3711300000000,37,113,"Macon County, NC",2016,"15,281     ","14,460     ",821     ,0.481
CN3711500000000,37,115,"Madison County, NC",2016,"9,757     ","9,281     ",476     ,0.826
CN3711700000000,37,117,"Martin County, NC",2016,"9,889     ","9,222     ",667     ,0.043
CN3711900000000,37,119,"Mecklenburg County, NC",2016,"585,312     ","557,897     ","27,415     ",0.536
CN3712100000000,37,121,"Mitchell County, NC",2016,"6,225     ","5,843     ",382     ,0.028
CN3712300000000,37,123,"Montgomery County, NC",2016,"11,790     ","11,179     ",611     ,0.683
CN3712500000000,37,125,"Moore County, NC",2016,"39,463     ","37,485     ","1,978     ",0.685
CN3712700000000,37,127,"Nash County, NC",2016,"44,072     ","41,173     ","2,899     ",0.239
CN3712900000000,37,129,"New Hanover County, NC",2016,"116,676     ","111,212     ","5,464     ",0.649
CN3713100000000,37,131,"Northampton County, NC",2016,"7,925     ","7,349     ",576     ,0.014
CN3713300000000,37,133,"Onslow County, NC",2016,"63,729     ","60,231     ","3,498     ",0.29
CN3713500000000,37,135,"Orange County, NC",2016,"75,443     ","72,225     ","3,218     ",0.631
CN3713700000000,37,137,"Pamlico County, NC",2016,"5,404     ","5,118     ",286     ,0.756
CN3713900000000,37,139,"Pasquotank County, NC",2016,"17,468     ","16,366     ","1,102     ",0.371
CN3714100000000,37,141,"Pender County, NC",2016,"26,687     ","25,278     ","1,409     ",0.125
CN3714300000000,37,143,"Perquimans County, NC",2016,"5,165     ","4,834     ",331     ,0.485
CN3714500000000,37,145,"Person County, NC",2016,"18,193     ","17,199     ",994     ,0.831
CN3714700000000,37,147,"Pitt County, NC",2016,"88,381     ","83,496     ","4,885     ",0.905
CN3714900000000,37,149,"Polk County, NC",2016,"8,881     ","8,468     ",413     ,0.684
CN3715100000000,37,151,"Randolph County, NC",2016,"67,156     ","63,870     ","3,286     ",0.199
CN3715300000000,37,153,"Richmond County, NC",2016,"16,883     ","15,705     ","1,178     ",0.282
CN3715500000000,37,155,"Robeson County, NC",2016,"50,767     ","46,749     ","4,018     ",0.015
CN3715700000000,37,157,"Rockingham County, NC",2016,"41,359     ","39,034     ","2,325     ",0.39
CN3715900000000,37,159,"Rowan County, NC",2016,"65,327     ","61,737     ","3,590     ",0.016
CN3716100000000,37,161,"Rutherford County, NC",2016,"24,946     ","23,278     ","1,668     ",0.962
CN3716300000000,37,163,"Sampson County, NC",2016,"29,801     ","28,180     ","1,621     ",0.506
CN3716500000000,37,165,"Scotland County, NC",2016,"11,693     ","10,620     ","1,073     ",0.178
CN3716700000000,37,167,"Stanly County, NC",2016,"29,427     ","28,059     ","1,368     ",0.774
CN3716900000000,37,169,"Stokes County, NC",2016,"22,110     ","21,054     ","1,056     ",0.681
CN3717100000000,37,171,"Surry County, NC",2016,"33,771     ","32,153     ","1,618     ",0.657
CN3717300000000,37,173,"Swain County, NC",2016,"7,224     ","6,785     ",439     ,0.543
CN3717500000000,37,175,"Transylvania County, NC",2016,"14,009     ","13,327     ",682     ,0.577
CN3717700000000,37,177,"Tyrrell County, NC",2016,"1,519     ","1,391     ",128     ,0.364
CN3717900000000,37,179,"Union County, NC",2016,"116,393     ","111,340     ","5,053     ",0.52
CN3718100000000,37,181,"Vance County, NC",2016,"18,079     ","16,779     ","1,300     ",0.44
CN3718300000000,37,183,"Wake County, NC",2016,"558,950     ","535,269     ","23,681     ",0.773
CN3718500000000,37,185,"Warren County, NC",2016,"7,240     ","6,713     ",527     ,0.207
CN3718700000000,37,187,"Washington County, NC",2016,"4,921     ","4,556     ",365     ,0.31
CN3718900000000,37,189,"Watauga County, NC",2016,"27,991     ","26,745     ","1,246     ",0.101
CN3719100000000,37,191,"Wayne County, NC",2016,"53,697     ","50,569     ","3,128     ",0.02
CN3719300000000,37,193,"Wilkes County, NC",2016,"30,285     ","28,833     ","1,452     ",0.41
CN3719500000000,37,195,"Wilson County, NC",2016,"36,717     ","33,743     ","2,974     ",0.436
CN3719700000000,37,197,"Yadkin County, NC",2016,"17,727     ","16,950     ",777     ,0.889
CN3719900000000,37,199,"Yancey County, NC",2016,"7,535     ","7,146     ",389     ,0.707
CN3800100000000,38,001,"Adams County, ND",2016,"1,140     ","1,109     ",31     ,0.625
CN3800300000000,38,003,"Barnes County, ND",2016,"5,626     ","5,440     ",186     ,0.343
CN3800500000000,38,005,"Benson County, ND",2016,"2,447     ","2,346     ",101     ,0.465
CN3800700000000,38,007,"Billings County, ND",2016,443     ,429     ,14     ,0.489
CN3800900000000,38,009,"Bottineau County, ND",2016,"3,248     ","3,093     ",155     ,0.569
CN3801100000000,38,011,"Bowman County, ND",2016,"1,839     ","1,798     ",41     ,0.952
CN3801300000000,38,013,"Burke County, ND",2016,"1,131     ","1,076     ",55     ,0.418
CN3801500000000,38,015,"Burleigh County, ND",2016,"50,923     ","49,587     ","1,336     ",0.344
CN3801700000000,38,017,"Cass County, ND",2016,"100,569     ","98,286     ","2,283     ",0.269
CN3801900000000,38,019,"Cavalier County, ND",2016,"2,110     ","2,052     ",58     ,0.59
CN3802100000000,38,021,"Dickey County, ND",2016,"2,546     ","2,496     ",50     ,0.823
CN3802300000000,38,023,"Divide County, ND",2016,"1,710     ","1,664     ",46     ,0.675
CN3802500000000,38,025,"Dunn County, ND",2016,"3,426     ","3,319     ",107     ,0.968
CN3802700000000,38,027,"Eddy County, ND",2016,"1,271     ","1,214     ",57     ,0.608
CN3802900000000,38,029,"Emmons County, ND",2016,"1,580     ","1,509     ",71     ,0.878
CN3803100000000,38,031,"Foster County, ND",2016,"1,691     ","1,639     ",52     ,0.223
CN3803300000000,38,033,"Golden Valley County, ND",2016,971     ,944     ,27     ,0.469
CN3803500000000,38,035,"Grand Forks County, ND",2016,"39,673     ","38,731     ",942     ,0.109
CN3803700000000,38,037,"Grant County, ND",2016,"1,289     ","1,248     ",41     ,0.456
CN3803900000000,38,039,"Griggs County, ND",2016,"1,146     ","1,112     ",34     ,0.485
CN3804100000000,38,041,"Hettinger County, ND",2016,"1,551     ","1,503     ",48     ,0.212
CN3804300000000,38,043,"Kidder County, ND",2016,"1,380     ","1,326     ",54     ,0.513
CN3804500000000,38,045,"LaMoure County, ND",2016,"2,308     ","2,251     ",57     ,0.328
CN3804700000000,38,047,"Logan County, ND",2016,958     ,924     ,34     ,0.979
CN3804900000000,38,049,"McHenry County, ND",2016,"3,353     ","3,183     ",170     ,0.199
CN3805100000000,38,051,"McIntosh County, ND",2016,"1,253     ","1,213     ",40     ,0.357
CN3805300000000,38,053,"McKenzie County, ND",2016,"8,092     ","7,781     ",311     ,0.818
CN3805500000000,38,055,"McLean County, ND",2016,"5,044     ","4,862     ",182     ,0.979
CN3805700000000,38,057,"Mercer County, ND",2016,"4,632     ","4,420     ",212     ,0.227
CN3805900000000,38,059,"Morton County, ND",2016,"16,873     ","16,314     ",559     ,0.741
CN3806100000000,38,061,"Mountrail County, ND",2016,"7,203     ","6,983     ",220     ,0.42
CN3806300000000,38,063,"Nelson County, ND",2016,"1,537     ","1,483     ",54     ,0.835
CN3806500000000,38,065,"Oliver County, ND",2016,903     ,854     ,49     ,0.641
CN3806700000000,38,067,"Pembina County, ND",2016,"3,697     ","3,509     ",188     ,0.774
CN3806900000000,38,069,"Pierce County, ND",2016,"1,898     ","1,821     ",77     ,0.342
CN3807100000000,38,071,"Ramsey County, ND",2016,"6,277     ","6,097     ",180     ,0.945
CN3807300000000,38,073,"Ransom County, ND",2016,"2,830     ","2,764     ",66     ,0.637
CN3807500000000,38,075,"Renville County, ND",2016,"1,300     ","1,247     ",53     ,0.777
CN3807700000000,38,077,"Richland County, ND",2016,"8,922     ","8,670     ",252     ,0.261
CN3807900000000,38,079,"Rolette County, ND",2016,"5,018     ","4,465     ",553     ,0.446
CN3808100000000,38,081,"Sargent County, ND",2016,"2,350     ","2,304     ",46     ,0.25
CN3808300000000,38,083,"Sheridan County, ND",2016,726     ,684     ,42     ,0.013
CN3808500000000,38,085,"Sioux County, ND",2016,"1,336     ","1,277     ",59     ,0.919
CN3808700000000,38,087,"Slope County, ND",2016,443     ,432     ,11     ,0.704
CN3808900000000,38,089,"Stark County, ND",2016,"18,488     ","17,753     ",735     ,0.453
CN3809100000000,38,091,"Steele County, ND",2016,"1,066     ","1,043     ",23     ,0.439
CN3809300000000,38,093,"Stutsman County, ND",2016,"11,150     ","10,869     ",281     ,0.516
CN3809500000000,38,095,"Towner County, ND",2016,"1,333     ","1,303     ",30     ,0.348
CN3809700000000,38,097,"Traill County, ND",2016,"4,595     ","4,464     ",131     ,0.733
CN3809900000000,38,099,"Walsh County, ND",2016,"5,678     ","5,458     ",220     ,0.978
CN3810100000000,38,101,"Ward County, ND",2016,"33,943     ","32,516     ","1,427     ",0.36
CN3810300000000,38,103,"Wells County, ND",2016,"2,181     ","2,093     ",88     ,0.617
